inspection_id,timestamp,ligne,produit,camera_id,defaut_detecte,type_defaut,confiance_ia_pct,score_qualite,largeur_mm,hauteur_mm,poids_g,temps_inspection_ms,decision,operateur_validation,shift,cout_non_qualite_mad
QC-00568,2026-03-09 21:30,Presse A,Pièce B,CAM-5,False,Aucun,82.62,65.22,52.84,78.23,141.28,35.3,Accepté,Corrigé,Nuit,5.31
QC-00569,2026-02-20 08:00,Presse A,Pièce C,CAM-5,True,Assemblage,64.02,31.48,51.35,76.07,128.06,92.4,Accepté,Validé,Nuit,130.43
QC-00570,2026-01-28 15:15,Ligne Assemblage B,Pièce A,CAM-5,False,Aucun,72.57,62.01,46.62,84.24,126.91,107.0,Accepté,Corrigé,Matin,7.57
QC-00571,2026-04-26 18:30,Convoyeur C,Pièce C,CAM-8,True,Rayure,83.17,74.51,48.32,81.11,,77.9,Rejet,Validé,Matin,117.19
QC-00572,2026-01-17 15:00,Presse A,Boîte D,CAM-7,False,Aucun,77.83,96.14,50.58,81.59,101.55,24.1,Accepté,Corrigé,Matin,4.16
QC-00573,2026-02-03 07:00,Ligne Assemblage B,Pièce A,CAM-2,True,Fissure,66.0,70.42,47.13,81.45,124.45,71.1,Accepté,Corrigé,Nuit,118.09
QC-00574,2026-01-29 12:45,Machine Vision 2,Pièce C,CAM-5,True,Fissure,92.53,70.14,52.43,86.47,,51.8,Rejet,Corrigé,Après-midi,80.97
QC-00575,2026-06-20 17:30,Presse A,Pièce C,CAM-2,False,Aucun,71.5,71.51,50.54,75.0,127.0,68.4,Accepté,Non vérifié,Matin,6.44
QC-00576,2026-06-06 16:30,Convoyeur C,Boîte D,CAM-1,True,Fissure,82.79,71.36,50.97,75.11,122.03,82.1,Rejet,Validé,Matin,124.9
QC-00577,2026-01-12 17:15,Machine Vision 2,Pièce A,CAM-2,True,Fissure,76.33,68.3,48.06,81.16,129.03,61.0,Rejet,Corrigé,Nuit,70.79
QC-00578,2026-03-07 21:30,Ligne Assemblage B,Pièce B,CAM-7,True,Couleur,84.34,62.09,51.65,81.54,114.15,82.0,Rejet,Corrigé,Matin,121.53
QC-00579,2026-06-06 18:15,Machine Vision 2,Boîte D,CAM-6,False,Aucun,92.87,69.52,50.84,75.8,125.81,84.5,Accepté,Validé,Nuit,1.58
QC-00580,2026-02-11 21:15,Convoyeur C,Pièce B,CAM-3,True,Déformation,77.17,49.46,47.57,79.5,125.82,85.8,Rejet,Validé,Nuit,117.47
QC-00581,2026-03-23 20:45,Ligne Assemblage B,Pièce C,CAM-6,False,Aucun,96.1,53.9,50.84,81.42,118.81,27.9,Accepté,Corrigé,Nuit,4.0
QC-00582,2026-01-20 18:15,Machine Vision 2,Pièce C,CAM-5,False,Aucun,83.91,58.83,50.46,80.68,130.91,71.1,Accepté,Corrigé,Matin,4.52
QC-00583,2026-01-24 08:15,Convoyeur C,Pièce B,CAM-2,False,Aucun,87.98,68.91,49.02,80.02,123.46,320.5,Accepté,Non vérifié,Nuit,2.81
QC-00584,2026-02-06 12:45,Machine Vision 2,Boîte D,CAM-4,False,Aucun,82.53,87.52,51.42,76.89,122.85,100.8,Accepté,Non vérifié,Après-midi,3.12
QC-00585,2026-01-21 18:45,Convoyeur C,Pièce B,CAM-8,False,Aucun,88.88,52.78,50.64,76.81,128.67,188.3,Accepté,Corrigé,Matin,5.21
QC-00586,2026-04-08 18:00,Convoyeur C,Pièce B,CAM-4,True,Rayure,82.21,54.39,52.85,73.61,129.26,50.9,Rejet,Non vérifié,Matin,129.07
QC-00587,2026-02-25 19:00,Ligne Assemblage B,Pièce B,CAM-6,False,Aucun,89.28,65.99,52.06,84.36,118.07,112.2,Accepté,Validé,Matin,5.58
QC-00588,2026-05-29 14:00,Convoyeur C,Pièce C,CAM-8,False,Aucun,85.24,87.25,50.64,73.61,129.97,35.7,Accepté,Corrigé,Nuit,6.42
QC-00589,2026-05-11 10:15,Machine Vision 2,Pièce B,CAM-6,False,Aucun,81.0,79.76,49.73,82.0,128.32,66.9,Accepté,Non vérifié,Après-midi,0.98
QC-00590,2026-05-27 17:30,Ligne Assemblage B,Pièce B,CAM-8,False,Aucun,90.57,76.74,50.16,77.76,108.62,66.8,Accepté,Non vérifié,Nuit,6.52
QC-00591,2026-01-13 22:30,Machine Vision 2,Pièce A,CAM-1,True,Assemblage,76.22,53.86,48.75,79.2,119.47,31.1,Rejet,Validé,Nuit,168.91
QC-00592,2026-06-21 16:00,Machine Vision 1,Pièce C,CAM-8,False,Aucun,87.9,87.37,46.79,82.71,124.79,137.0,Accepté,Non vérifié,Matin,5.19
QC-00593,2026-01-15 15:30,Machine Vision 2,Boîte D,CAM-2,True,Dimension,73.54,36.06,49.68,77.05,122.44,123.3,Rejet,Corrigé,Nuit,110.52
QC-00594,2026-03-11 13:45,Presse A,Pièce B,CAM-4,False,Aucun,98.87,68.26,48.37,79.39,115.93,78.5,Accepté,Non vérifié,Matin,5.21
QC-00595,2026-02-14 14:45,Presse A,Pièce B,CAM-5,True,Dimension,90.64,41.54,51.26,78.02,115.64,88.5,Rejet,Validé,Après-midi,26.22
QC-00596,2026-06-05 08:00,Presse A,Pièce A,CAM-5,True,Rayure,80.95,29.27,48.86,81.52,117.48,117.8,Rejet,Non vérifié,Matin,72.79
QC-00597,2026-01-23 10:00,Machine Vision 1,Pièce C,CAM-1,False,Aucun,84.88,85.45,52.5,80.2,108.61,86.9,Accepté,Non vérifié,Nuit,3.0
QC-00598,2026-02-24 19:00,Presse A,Pièce B,CAM-3,False,Aucun,91.51,86.64,50.41,80.01,121.68,211.6,Accepté,Corrigé,Après-midi,5.84
QC-00599,2026-02-24 06:15,Convoyeur C,Pièce B,CAM-3,False,Aucun,78.48,89.42,48.32,79.83,132.1,58.1,Accepté,Validé,Nuit,0.76
QC-00600,2026-04-07 08:15,Presse A,Pièce A,CAM-3,False,Aucun,91.02,80.17,51.18,87.38,115.98,58.5,Accepté,Non vérifié,Après-midi,4.33
QC-00601,2026-03-02 16:15,Machine Vision 1,Pièce B,CAM-7,True,Rayure,66.75,44.66,49.69,77.64,122.48,176.8,Accepté,Corrigé,Matin,88.27
QC-00602,2026-01-27 14:30,Ligne Assemblage B,Boîte D,CAM-6,False,Aucun,95.64,88.84,49.67,78.91,125.93,30.4,Accepté,Validé,Matin,7.31
QC-00603,2026-05-04 10:00,Convoyeur C,Boîte D,CAM-8,False,Aucun,95.1,74.2,50.12,79.71,126.12,13.2,Accepté,Corrigé,Après-midi,1.41
QC-00604,2026-06-15 08:45,Machine Vision 2,Pièce A,CAM-7,False,Aucun,77.9,97.36,50.16,83.67,109.56,101.0,Accepté,Validé,Après-midi,5.11
QC-00605,2026-03-01 08:00,Machine Vision 1,Boîte D,CAM-4,False,Aucun,80.98,85.5,47.3,77.59,125.78,99.4,Accepté,Non vérifié,Nuit,1.93
QC-00606,2026-01-28 18:30,Convoyeur C,Boîte D,CAM-7,False,Aucun,97.22,80.0,,81.9,114.59,83.7,Accepté,Corrigé,Après-midi,4.69
QC-00607,2026-02-15 10:30,Presse A,Pièce B,CAM-4,True,Déformation,87.02,43.37,52.16,77.88,111.34,93.0,Rejet,Corrigé,Nuit,64.72
QC-00608,2026-05-16 17:00,Presse A,Boîte D,CAM-7,True,Dimension,84.18,54.4,53.85,82.74,113.03,95.0,Rejet,Validé,Matin,130.42
QC-00609,2026-04-24 08:00,Convoyeur C,Pièce B,CAM-8,False,Aucun,88.2,56.92,51.36,79.96,123.82,75.3,Accepté,Validé,Après-midi,4.49
QC-00610,2026-02-08 20:00,Convoyeur C,Boîte D,CAM-2,False,Aucun,98.02,85.35,46.91,81.39,119.79,125.9,Accepté,Validé,Matin,1.3
QC-00611,2026-05-02 22:00,Machine Vision 2,Pièce C,CAM-7,False,Aucun,70.98,72.76,50.11,79.74,120.72,25.9,Accepté,Corrigé,Après-midi,0.04
QC-00612,2026-03-20 07:15,Convoyeur C,Pièce A,CAM-7,False,Aucun,79.36,55.29,49.83,78.51,126.45,18.1,Accepté,Non vérifié,Matin,7.12
QC-00613,2026-03-25 06:00,Machine Vision 1,Pièce C,CAM-3,False,Aucun,80.33,85.74,47.57,79.99,120.51,94.8,Accepté,Validé,Après-midi,7.0
QC-00614,2026-05-06 14:15,Presse A,Pièce A,CAM-8,False,Aucun,72.57,87.28,45.72,83.32,115.04,19.5,Accepté,Validé,Matin,6.04
QC-00615,2026-04-23 15:30,Machine Vision 2,Boîte D,CAM-6,True,Fissure,98.28,73.85,45.69,76.28,117.5,51.3,Rejet,Non vérifié,Nuit,12.21
QC-00616,2026-01-29 11:00,Presse A,Pièce C,CAM-5,False,Aucun,94.28,73.12,49.67,76.86,125.15,85.3,Accepté,Corrigé,Après-midi,2.53
QC-00617,2026-05-10 11:30,Machine Vision 1,Pièce C,CAM-6,False,Aucun,85.0,86.46,46.15,76.06,130.93,134.4,Accepté,Corrigé,Nuit,5.32
QC-00618,2026-01-09 09:45,Ligne Assemblage B,Pièce C,CAM-3,False,Aucun,77.7,72.28,51.67,78.99,116.0,18.4,Accepté,Non vérifié,Après-midi,7.79
QC-00619,2026-05-14 10:15,Presse A,Pièce B,CAM-6,False,Aucun,82.42,84.92,47.89,78.01,112.45,85.8,Accepté,Corrigé,Nuit,6.79
QC-00620,2026-01-19 19:45,Machine Vision 2,Boîte D,CAM-7,False,Aucun,90.49,87.4,49.78,77.57,113.11,44.5,Accepté,Validé,Matin,5.62
QC-00621,2026-04-30 13:15,Ligne Assemblage B,Pièce C,CAM-3,False,Aucun,77.7,71.15,50.99,76.34,108.8,155.5,Accepté,Validé,Après-midi,2.56
QC-00622,2026-04-08 11:00,Ligne Assemblage B,Pièce B,CAM-8,True,Rayure,62.29,57.42,49.97,79.56,116.4,83.4,Accepté,Corrigé,Après-midi,110.94
QC-00623,2026-05-01 10:00,Machine Vision 1,Pièce C,CAM-7,True,Fissure,94.88,29.82,48.88,79.33,132.77,128.5,Rejet,Non vérifié,Matin,54.66
QC-00624,2026-02-25 12:00,Convoyeur C,Pièce B,CAM-4,False,Aucun,96.83,76.47,47.64,,133.92,107.9,Accepté,Non vérifié,Après-midi,5.78
QC-00625,2026-04-27 06:30,Machine Vision 2,Boîte D,CAM-4,True,Rayure,71.86,47.25,47.97,78.84,117.46,254.6,Accepté,Corrigé,Matin,108.57
QC-00626,2026-03-15 21:15,Convoyeur C,Boîte D,CAM-1,False,Aucun,71.58,55.0,47.95,75.7,117.2,148.9,Accepté,Corrigé,Nuit,0.7
QC-00627,2026-05-08 11:00,Ligne Assemblage B,Pièce A,CAM-5,False,Aucun,80.07,89.8,50.1,78.09,122.67,64.6,Accepté,Validé,Matin,3.6
QC-00628,2026-02-11 22:30,Convoyeur C,Pièce B,CAM-4,False,Aucun,88.29,91.57,48.23,79.84,114.86,93.9,Accepté,Non vérifié,Après-midi,5.24
QC-00629,2026-05-08 13:45,Machine Vision 1,Boîte D,CAM-2,False,Aucun,79.74,58.68,50.17,78.81,117.96,34.2,Accepté,Validé,Nuit,4.86
QC-00630,2026-05-23 20:00,Presse A,Pièce C,CAM-6,False,Aucun,82.85,99.04,50.46,78.55,118.61,83.2,Accepté,Non vérifié,Nuit,2.87
QC-00631,2026-04-06 16:45,Ligne Assemblage B,Pièce C,CAM-7,False,Aucun,,96.05,48.02,75.46,131.17,254.2,Accepté,Corrigé,Après-midi,3.29
QC-00632,2026-02-14 21:30,Presse A,Pièce B,CAM-1,True,Assemblage,91.14,33.48,47.77,76.56,124.15,38.8,Rejet,Validé,Matin,175.14
QC-00633,2026-03-26 15:30,Ligne Assemblage B,Pièce B,CAM-3,True,Couleur,75.67,62.83,53.26,78.55,127.13,87.0,Rejet,Non vérifié,Matin,30.25
QC-00634,2026-01-05 14:45,Convoyeur C,Boîte D,CAM-8,False,Aucun,94.28,99.45,51.68,76.64,117.09,100.0,Accepté,Validé,Après-midi,7.82
QC-00635,2026-03-09 16:00,Machine Vision 2,Boîte D,CAM-2,False,Aucun,70.85,75.11,53.08,80.41,124.79,38.6,Accepté,Validé,Matin,1.84
QC-00636,2026-05-12 16:15,Machine Vision 2,Pièce B,CAM-3,False,Aucun,97.3,58.01,49.94,75.96,121.59,131.2,Accepté,Non vérifié,Matin,6.02
QC-00637,2026-03-14 18:45,Convoyeur C,Pièce C,CAM-7,False,Aucun,79.66,82.62,51.75,78.16,114.06,53.8,Accepté,Corrigé,Après-midi,2.82
QC-00638,2026-01-02 18:00,Machine Vision 2,Pièce A,CAM-6,False,Aucun,97.67,55.67,49.26,78.86,117.31,94.1,Accepté,Validé,Après-midi,5.74
QC-00639,2026-02-26 18:00,Machine Vision 2,Boîte D,CAM-8,False,Aucun,89.92,71.72,53.47,81.44,109.95,82.9,Accepté,Validé,Après-midi,2.29
QC-00640,2026-05-05 07:45,Ligne Assemblage B,Pièce C,CAM-4,True,Fissure,56.73,29.55,53.65,78.4,114.1,67.2,Accepté,Non vérifié,Nuit,91.46
QC-00641,2026-05-07 09:30,Machine Vision 2,Pièce C,CAM-1,False,Aucun,97.16,85.6,54.0,78.73,115.44,49.6,Accepté,Corrigé,Après-midi,3.5
QC-00642,2026-06-21 06:45,Machine Vision 1,Pièce C,CAM-2,True,Fissure,56.76,70.65,48.01,76.64,117.03,140.8,Accepté,Non vérifié,Après-midi,53.9
QC-00643,2026-03-01 12:45,Presse A,Pièce A,CAM-2,False,Aucun,93.89,81.22,48.34,84.6,119.79,116.3,Accepté,Non vérifié,Nuit,3.35
QC-00644,2026-02-14 08:15,Machine Vision 2,Pièce B,CAM-3,False,Aucun,79.13,92.71,52.67,81.59,119.5,91.5,Accepté,Corrigé,Nuit,3.07
QC-00645,2026-02-17 13:00,Machine Vision 1,Pièce A,CAM-1,False,Aucun,92.35,69.36,48.22,81.12,124.45,51.9,Accepté,Validé,Matin,3.2
QC-00646,2026-05-11 08:00,Convoyeur C,Pièce C,CAM-3,False,Aucun,93.43,71.8,51.49,77.41,129.45,124.0,Accepté,Corrigé,Matin,2.17
QC-00647,2026-06-04 06:00,Ligne Assemblage B,Boîte D,CAM-1,True,Couleur,97.8,38.73,46.9,80.8,117.26,45.7,Rejet,Non vérifié,Après-midi,170.84
QC-00648,2026-01-07 20:30,Machine Vision 1,Pièce A,CAM-8,False,Aucun,80.13,69.12,51.75,76.36,121.29,113.2,Accepté,Validé,Matin,4.18
QC-00649,2026-01-10 13:15,Machine Vision 1,Boîte D,CAM-7,True,Rayure,89.5,49.3,51.82,79.45,106.94,117.0,Rejet,Validé,Matin,114.08
QC-00650,2026-04-26 20:30,Presse A,Boîte D,CAM-1,False,Aucun,80.24,54.74,51.22,84.63,125.67,33.1,Accepté,Non vérifié,Nuit,3.88
QC-00651,2026-03-05 11:45,Ligne Assemblage B,Pièce A,CAM-4,False,Aucun,83.05,69.02,49.81,77.63,108.34,65.1,Accepté,Corrigé,Matin,6.12
QC-00652,2026-04-26 16:00,Presse A,Pièce A,CAM-3,True,Fissure,57.31,40.22,47.89,76.07,121.54,43.2,Accepté,Non vérifié,Matin,74.03
QC-00653,2026-05-27 19:30,Presse A,Pièce B,CAM-1,False,Aucun,83.35,96.09,48.25,81.69,108.63,92.4,Accepté,Non vérifié,Matin,3.65
QC-00654,2026-05-03 19:00,Machine Vision 1,Boîte D,CAM-3,False,Aucun,92.1,,51.26,80.71,120.73,196.4,Accepté,Validé,Après-midi,0.26
QC-00655,2026-05-26 10:15,Convoyeur C,Boîte D,CAM-7,True,Dimension,97.33,49.38,49.0,82.88,128.06,151.8,Rejet,Non vérifié,Après-midi,33.92
QC-00656,2026-05-05 21:15,Convoyeur C,Pièce C,CAM-6,False,Aucun,85.5,50.17,50.5,74.82,108.77,,Accepté,Validé,Nuit,7.07
QC-00657,2026-06-02 14:15,Machine Vision 1,Boîte D,CAM-3,False,Aucun,90.3,99.64,49.5,76.83,121.68,62.9,Accepté,Validé,Après-midi,0.21
QC-00658,2026-06-08 10:15,Machine Vision 2,Pièce A,CAM-7,True,Rayure,62.89,70.02,47.35,79.74,120.88,95.7,Accepté,Validé,Matin,16.38
QC-00659,2026-04-16 09:45,Machine Vision 2,Pièce A,CAM-3,True,Couleur,55.41,41.92,49.87,83.02,126.34,65.0,Accepté,Corrigé,Après-midi,166.71
QC-00660,2026-04-23 10:30,Machine Vision 1,Pièce C,CAM-3,False,Aucun,75.65,83.9,49.91,78.56,134.31,171.2,Accepté,Validé,Nuit,2.93
QC-00661,2026-04-06 20:30,Convoyeur C,Pièce A,CAM-4,False,Aucun,97.06,65.65,51.01,76.65,116.39,52.2,Accepté,Non vérifié,Matin,3.92
QC-00662,2026-03-28 14:45,Ligne Assemblage B,Pièce B,CAM-3,False,Aucun,83.51,90.6,54.34,78.12,108.81,69.7,Accepté,Validé,Après-midi,1.73
QC-00663,2026-03-14 18:15,Ligne Assemblage B,Pièce C,CAM-1,False,Aucun,90.88,82.09,47.81,77.69,116.49,80.9,Accepté,Non vérifié,Après-midi,7.77
QC-00664,2026-06-06 07:15,Presse A,Boîte D,CAM-4,False,Aucun,90.44,62.52,52.37,82.51,129.43,39.4,Accepté,Validé,Après-midi,1.47
QC-00665,2026-03-07 21:30,Ligne Assemblage B,Pièce C,CAM-3,False,Aucun,81.02,67.32,49.04,83.42,119.4,46.0,Accepté,Non vérifié,Après-midi,3.39
QC-00666,2026-01-11 10:00,Machine Vision 1,Pièce A,CAM-1,True,Couleur,90.58,73.75,51.08,78.36,122.67,63.4,Rejet,Non vérifié,Nuit,166.41
QC-00667,2026-04-07 11:00,Convoyeur C,Pièce B,CAM-5,False,Aucun,78.79,99.04,55.0,83.8,114.32,80.9,Accepté,Corrigé,Après-midi,6.29
QC-00668,2026-01-05 19:15,Machine Vision 2,Pièce C,CAM-3,False,Aucun,83.39,59.38,52.78,79.97,125.36,62.2,Accepté,Validé,Après-midi,1.55
QC-00669,2026-04-05 11:00,Ligne Assemblage B,Pièce A,CAM-5,False,Aucun,70.57,98.55,50.15,82.91,115.94,68.0,Accepté,Non vérifié,Après-midi,4.59
QC-00670,2026-02-17 17:15,Convoyeur C,Pièce B,CAM-1,True,Rayure,78.67,71.83,49.12,80.41,122.7,93.8,Rejet,Validé,Matin,3.39
QC-00671,2026-05-25 09:30,Presse A,Boîte D,CAM-8,False,Aucun,81.24,90.34,48.71,84.81,121.27,148.0,Accepté,Corrigé,Matin,0.34
QC-00672,2026-05-19 10:45,Ligne Assemblage B,Boîte D,CAM-8,False,Aucun,96.32,53.47,50.23,75.6,118.63,91.1,Accepté,Non vérifié,Après-midi,4.69
QC-00673,2026-05-20 22:00,Presse A,Pièce C,CAM-5,False,Aucun,95.59,80.37,53.15,79.85,109.61,99.9,Accepté,Corrigé,Nuit,4.33
QC-00674,2026-05-15 15:15,Convoyeur C,Boîte D,CAM-7,True,Couleur,96.43,57.8,49.34,87.37,125.3,54.8,Rejet,Non vérifié,Matin,0.44
QC-00675,2026-05-30 10:30,Convoyeur C,Boîte D,CAM-2,False,Aucun,76.86,96.22,53.36,79.51,124.94,44.3,Accepté,Validé,Matin,7.29
QC-00676,2026-02-28 22:15,Ligne Assemblage B,Pièce B,CAM-4,True,Rayure,67.82,59.62,48.7,77.28,109.35,23.7,Accepté,Corrigé,Nuit,52.17
QC-00677,2026-01-09 07:15,Convoyeur C,Pièce A,CAM-7,False,Aucun,80.97,84.17,50.31,81.11,134.92,52.6,Accepté,Validé,Matin,7.18
QC-00678,2026-02-28 06:30,Convoyeur C,Pièce C,CAM-2,True,Assemblage,78.67,33.04,51.6,84.33,116.09,35.2,Rejet,Validé,Après-midi,129.98
QC-00679,2026-04-30 17:15,Convoyeur C,Pièce B,CAM-2,False,Aucun,,96.69,50.34,83.18,117.51,206.6,Accepté,Validé,Matin,2.18
QC-00680,2026-05-31 06:30,Machine Vision 2,Pièce B,CAM-8,False,Aucun,71.31,82.66,50.05,83.74,131.07,115.6,Accepté,Validé,Après-midi,5.33
QC-00681,2026-01-31 21:45,Ligne Assemblage B,Pièce C,CAM-8,False,Aucun,71.56,88.45,48.55,76.27,114.32,90.6,Accepté,Validé,Après-midi,8.0
QC-00682,2026-04-24 11:15,Presse A,Pièce C,CAM-8,False,Aucun,89.94,57.14,49.03,80.76,103.12,45.6,Accepté,Corrigé,Matin,2.68
QC-00683,2026-01-25 20:30,Machine Vision 1,Boîte D,CAM-8,True,Déformation,65.88,37.1,52.37,78.08,109.87,24.8,Accepté,Validé,Nuit,2.99
QC-00684,2026-01-15 09:30,Machine Vision 1,Boîte D,CAM-6,True,Assemblage,74.74,46.39,51.2,79.45,108.98,86.9,Rejet,Corrigé,Après-midi,32.53
QC-00685,2026-05-05 20:00,Convoyeur C,Boîte D,CAM-3,False,Aucun,88.82,54.39,51.36,81.2,101.43,247.2,Accepté,Validé,Matin,1.67
QC-00686,2026-02-14 13:30,Machine Vision 2,Boîte D,CAM-7,False,Aucun,80.48,50.75,49.92,80.99,110.27,30.9,Accepté,Validé,Après-midi,3.96
QC-00687,2026-03-25 10:30,Machine Vision 2,Pièce B,CAM-7,False,Aucun,92.88,73.64,52.09,81.65,140.05,47.9,Accepté,Non vérifié,Après-midi,5.06
QC-00688,2026-02-17 15:45,Machine Vision 1,Pièce A,CAM-7,False,Aucun,73.44,88.21,52.92,79.94,116.56,7.5,Accepté,Non vérifié,Matin,5.19
QC-00689,2026-06-12 08:30,Presse A,Pièce A,CAM-4,False,Aucun,76.35,88.51,52.22,78.96,132.77,82.3,Accepté,Validé,Matin,3.37
QC-00690,2026-01-19 07:15,Presse A,Pièce B,CAM-1,False,Aucun,98.72,82.22,47.89,81.12,111.92,63.6,Accepté,Non vérifié,Après-midi,1.51
QC-00691,2026-01-10 09:45,Ligne Assemblage B,Pièce C,CAM-5,False,Aucun,90.7,77.96,48.54,78.45,126.59,94.7,Accepté,Corrigé,Après-midi,7.11
QC-00692,2026-04-01 22:30,Machine Vision 2,Boîte D,CAM-2,False,Aucun,76.48,,51.68,80.81,124.32,,Accepté,Non vérifié,Nuit,3.74
QC-00693,2026-06-09 09:30,Machine Vision 2,Pièce C,CAM-5,False,Aucun,92.44,86.65,50.44,82.9,109.73,116.4,Accepté,Corrigé,Nuit,5.92
QC-00694,2026-02-25 18:15,Machine Vision 2,Pièce B,CAM-2,True,Fissure,84.93,72.68,50.31,82.61,129.31,110.7,Rejet,Corrigé,Matin,148.14
QC-00695,2026-03-02 12:30,Presse A,Pièce B,CAM-4,False,Aucun,89.24,85.02,48.59,82.04,118.74,181.5,Accepté,Corrigé,Après-midi,3.81
QC-00696,2026-03-21 08:00,Presse A,Pièce C,CAM-3,True,Couleur,70.34,39.32,50.94,76.72,128.61,68.9,Accepté,Corrigé,Nuit,135.92
QC-00697,2026-05-12 07:00,Machine Vision 1,Pièce A,CAM-4,False,Aucun,73.64,71.37,52.13,83.51,127.41,101.2,Accepté,Corrigé,Matin,1.82
QC-00698,2026-02-24 16:00,Machine Vision 2,Pièce C,CAM-7,False,Aucun,88.23,68.56,47.37,78.19,117.63,33.8,Accepté,Non vérifié,Après-midi,5.59
QC-00699,2026-01-01 16:15,Presse A,Pièce A,CAM-3,False,Aucun,75.4,50.06,49.45,84.62,121.98,24.8,Accepté,Validé,Matin,1.65
QC-00700,2026-06-03 12:15,Presse A,Pièce C,CAM-6,False,Aucun,83.59,84.02,47.18,78.25,123.95,176.9,Accepté,Non vérifié,Matin,2.71
QC-00701,2026-05-17 11:30,Presse A,Pièce B,CAM-1,True,Rayure,78.35,27.43,53.45,77.82,111.03,176.0,Rejet,Corrigé,Matin,157.7
QC-00702,2026-01-08 17:30,Convoyeur C,Pièce B,CAM-8,False,Aucun,78.97,78.4,47.95,80.82,123.82,33.0,Accepté,Corrigé,Matin,1.08
QC-00703,2026-03-20 20:45,Machine Vision 1,Pièce B,CAM-6,False,Aucun,78.08,53.81,49.83,76.09,121.09,158.5,Accepté,Non vérifié,Après-midi,1.06
QC-00704,2026-05-23 20:00,Ligne Assemblage B,Pièce C,CAM-5,False,Aucun,80.57,57.83,49.32,83.75,116.22,158.5,Accepté,Corrigé,Nuit,3.06
QC-00705,2026-05-03 09:15,Machine Vision 2,Pièce B,CAM-4,True,Fissure,85.22,71.75,47.68,76.32,123.51,24.1,Rejet,Non vérifié,Matin,70.21
QC-00706,2026-02-01 15:00,Machine Vision 2,Pièce A,CAM-1,False,Aucun,84.66,92.7,51.21,83.67,118.29,255.8,Accepté,Corrigé,Matin,5.79
QC-00707,2026-01-30 16:30,Machine Vision 1,Pièce B,CAM-7,False,Aucun,80.45,60.31,47.46,80.49,116.08,118.9,Accepté,Validé,Nuit,7.49
QC-00708,2026-02-08 14:00,Ligne Assemblage B,Pièce A,CAM-1,False,Aucun,73.87,53.29,49.79,77.12,124.47,171.3,Accepté,Non vérifié,Après-midi,
QC-00709,2026-06-14 21:45,Ligne Assemblage B,Pièce A,CAM-7,True,Assemblage,77.19,66.11,48.08,80.35,114.39,101.3,Rejet,Non vérifié,Nuit,176.39
QC-00710,2026-02-13 22:30,Convoyeur C,Pièce B,CAM-3,False,Aucun,87.85,77.76,50.83,74.19,138.11,61.0,Accepté,Validé,Matin,5.84
QC-00711,2026-04-05 12:00,Machine Vision 2,Pièce C,CAM-3,False,Aucun,97.8,82.82,47.65,80.6,131.58,66.6,Accepté,Non vérifié,Après-midi,2.74
QC-00712,2026-04-05 10:45,Convoyeur C,Pièce C,CAM-4,True,Dimension,59.22,73.39,51.99,86.11,,99.2,Accepté,Corrigé,Matin,80.47
QC-00713,2026-03-27 14:45,Machine Vision 1,Pièce A,CAM-1,False,Aucun,84.34,91.48,50.13,76.55,116.45,72.7,Accepté,Corrigé,Après-midi,5.07
QC-00714,2026-04-20 15:00,Machine Vision 1,Pièce A,CAM-5,True,Assemblage,64.81,43.06,49.95,78.23,121.84,96.3,Accepté,Validé,Après-midi,85.28
QC-00715,2026-04-07 13:45,Machine Vision 1,Pièce C,CAM-2,False,Aucun,72.79,85.18,53.54,79.98,121.12,65.2,Accepté,Non vérifié,Matin,1.35
QC-00716,2026-06-02 16:15,Ligne Assemblage B,Pièce B,CAM-5,False,Aucun,89.7,89.62,51.73,75.0,109.07,42.5,Accepté,Non vérifié,Matin,5.59
QC-00717,2026-03-02 07:45,Convoyeur C,Pièce A,CAM-4,False,Aucun,78.17,50.38,51.63,,111.07,194.8,Accepté,Validé,Matin,0.49
QC-00718,2026-02-10 09:45,Presse A,Pièce A,CAM-2,False,Aucun,83.21,56.54,50.19,84.29,112.69,24.5,Accepté,Validé,Matin,3.1
QC-00719,2026-05-29 16:30,Presse A,Pièce B,CAM-3,True,Déformation,94.55,55.93,50.53,86.58,114.34,63.2,Rejet,Non vérifié,Nuit,143.36
QC-00720,2026-01-09 16:45,Convoyeur C,Pièce A,CAM-7,False,Aucun,75.28,98.38,52.1,80.99,127.15,99.8,Accepté,Corrigé,Nuit,7.57
QC-00721,2026-04-30 08:00,Machine Vision 1,Pièce C,CAM-2,False,Aucun,72.59,99.05,51.25,79.61,121.38,131.3,Accepté,Corrigé,Nuit,0.34
QC-00722,2026-02-03 13:45,Presse A,Boîte D,CAM-8,False,Aucun,84.3,58.59,47.58,85.23,107.93,58.2,Accepté,Corrigé,Après-midi,4.13
QC-00723,2026-06-01 19:00,Presse A,Pièce C,CAM-4,False,Aucun,95.94,51.22,47.22,79.38,123.35,31.2,Accepté,Non vérifié,Matin,7.1
QC-00724,2026-06-09 11:00,Machine Vision 2,Pièce A,CAM-8,False,Aucun,75.2,69.76,45.96,82.35,122.09,42.9,Accepté,Non vérifié,Matin,0.4
QC-00725,2026-04-16 21:00,Machine Vision 2,Pièce B,CAM-7,False,Aucun,83.59,74.28,50.02,79.01,111.27,19.4,Accepté,Non vérifié,Nuit,5.42
